Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Risk_Classification
TX0000001486,Switzerland,2021473.963,Cryptocurrency,2013-03-03 21:00,Person_269,Construction,India,FALSE,Illegal,4,8,Bank_247,0
TX0000004550,Brazil,2030688.146,Property Purchase,2013-07-09 13:00,Person_4679,Arms Trade,Switzerland,FALSE,Illegal,7,9,Bank_354,1
TX0000009992,Switzerland,1679868.902,Cash Withdrawal,2014-02-21 7:00,Person_9785,Luxury Goods,South Africa,FALSE,Illegal,4,9,Bank_196,0
TX0000007799,Singapore,4932451.202,Cash Withdrawal,2013-11-21 22:00,Person_9332,Construction,Switzerland,FALSE,Illegal,5,8,Bank_346,1
TX0000001682,UAE,326554.874,Offshore Transfer,2013-03-12 1:00,Person_6904,Construction,China,TRUE,Illegal,8,4,Bank_489,1
TX0000009677,China,4999030.977,Offshore Transfer,2014-02-08 4:00,Person_9369,Casinos,USA,FALSE,Legal,5,6,Bank_115,1
TX0000006375,Russia,4497941.433,Stocks Transfer,2013-09-23 14:00,Person_2625,Construction,USA,FALSE,Legal,2,8,Bank_254,0
TX0000004122,China,3437906.53,Stocks Transfer,2013-06-21 17:00,Person_6744,Oil & Gas,South Africa,FALSE,Illegal,6,4,Bank_126,1
TX0000006346,USA,1522700.614,Cryptocurrency,2013-09-22 9:00,Person_9136,Oil & Gas,South Africa,FALSE,Illegal,5,3,Bank_4,1
TX0000001824,China,4773071.005,Property Purchase,2013-03-17 23:00,Person_9536,Construction,China,FALSE,Illegal,7,8,Bank_397,1
TX0000008597,UAE,3957071.219,Property Purchase,2013-12-25 4:00,Person_5896,Finance,UAE,FALSE,Legal,3,2,Bank_74,0
TX0000009181,Singapore,3107843.821,Offshore Transfer,2014-01-18 12:00,Person_2133,Finance,Russia,TRUE,Legal,8,8,Bank_232,1
TX0000001581,India,3050457.581,Stocks Transfer,2013-03-07 20:00,Person_6996,Luxury Goods,Switzerland,FALSE,Illegal,0,0,Bank_498,0
TX0000003952,India,2690516.723,Offshore Transfer,2013-06-14 15:00,Person_2185,Casinos,South Africa,FALSE,Illegal,4,2,Bank_188,0
TX0000000643,China,1250037.681,Property Purchase,2013-01-27 18:00,Person_9889,Oil & Gas,Singapore,TRUE,Legal,8,5,Bank_222,1
TX0000005802,Singapore,1494425.025,Stocks Transfer,2013-08-30 17:00,Person_6820,Casinos,Switzerland,FALSE,Legal,1,0,Bank_368,0
TX0000005221,India,883692.7483,Cash Withdrawal,2013-08-06 12:00,Person_9411,Arms Trade,India,FALSE,Illegal,0,1,Bank_321,0
TX0000005882,India,2041295.379,Property Purchase,2013-09-03 1:00,Person_3764,Arms Trade,Singapore,FALSE,Illegal,6,3,Bank_309,1
TX0000002528,USA,4924883.423,Offshore Transfer,2013-04-16 7:00,Person_9120,Construction,South Africa,FALSE,Legal,4,3,Bank_1,0
TX0000008033,USA,165515.1398,Cryptocurrency,2013-12-01 16:00,Person_1186,Casinos,India,FALSE,Illegal,7,4,Bank_352,1
TX0000000471,UK,1026213.567,Cryptocurrency,2013-01-20 14:00,Person_5609,Finance,USA,FALSE,Illegal,5,5,Bank_163,1
TX0000008872,South Africa,2466435.835,Cash Withdrawal,2014-01-05 15:00,Person_778,Luxury Goods,South Africa,FALSE,Illegal,4,9,Bank_248,0
TX0000005822,USA,817270.158,Property Purchase,2013-08-31 13:00,Person_7724,Arms Trade,UAE,FALSE,Illegal,6,2,Bank_122,1
TX0000008655,USA,3109710.136,Property Purchase,2013-12-27 14:00,Person_4657,Real Estate,Brazil,FALSE,Illegal,3,6,Bank_142,0
TX0000008888,South Africa,2442130.366,Cash Withdrawal,2014-01-06 7:00,Person_5308,Arms Trade,Brazil,FALSE,Illegal,3,7,Bank_452,0
TX0000000146,India,4231632.383,Cash Withdrawal,2013-01-07 1:00,Person_4283,Finance,UAE,FALSE,Illegal,2,2,Bank_123,0
TX0000001235,USA,3492710.633,Cash Withdrawal,2013-02-21 10:00,Person_8394,Oil & Gas,UK,TRUE,Legal,1,5,Bank_256,0
TX0000000984,Brazil,4854827.4,Offshore Transfer,2013-02-10 23:00,Person_1104,Finance,Brazil,FALSE,Illegal,5,3,Bank_272,1
TX0000005297,South Africa,2348988.252,Offshore Transfer,2013-08-09 16:00,Person_2577,Construction,South Africa,FALSE,Illegal,6,2,Bank_408,1
TX0000009242,Brazil,967444.3368,Stocks Transfer,2014-01-21 1:00,Person_969,Casinos,UK,FALSE,Illegal,4,2,Bank_424,0
TX0000005467,Singapore,4335818.662,Offshore Transfer,2013-08-16 18:00,Person_6963,Arms Trade,USA,FALSE,Illegal,5,2,Bank_335,1
TX0000003090,China,4560002.792,Stocks Transfer,2013-05-09 17:00,Person_3463,Casinos,Switzerland,FALSE,Legal,3,6,Bank_403,0
TX0000006982,Russia,3167937.949,Offshore Transfer,2013-10-18 21:00,Person_5423,Luxury Goods,Brazil,TRUE,Illegal,8,7,Bank_85,1
TX0000009384,India,1299335.845,Stocks Transfer,2014-01-26 23:00,Person_5220,Real Estate,USA,FALSE,Illegal,4,9,Bank_174,0
TX0000003820,China,2597922.917,Property Purchase,2013-06-09 3:00,Person_4934,Casinos,South Africa,FALSE,Illegal,8,7,Bank_83,1
TX0000003923,China,2624726.096,Property Purchase,2013-06-13 10:00,Person_6955,Luxury Goods,India,TRUE,Legal,6,9,Bank_52,1
TX0000007739,India,1098938.804,Cryptocurrency,2013-11-19 10:00,Person_3562,Casinos,UAE,FALSE,Illegal,5,2,Bank_322,1
TX0000003162,Singapore,1789119.194,Cryptocurrency,2013-05-12 17:00,Person_2136,Real Estate,Singapore,FALSE,Illegal,5,4,Bank_352,1
TX0000005816,UK,3586827.033,Offshore Transfer,2013-08-31 7:00,Person_4449,Finance,Russia,FALSE,Illegal,6,3,Bank_3,1
TX0000001040,India,608066.1945,Stocks Transfer,2013-02-13 7:00,Person_251,Casinos,India,FALSE,Illegal,2,6,Bank_198,0
TX0000009762,South Africa,3590404.011,Cash Withdrawal,2014-02-11 17:00,Person_1314,Oil & Gas,Switzerland,TRUE,Legal,4,8,Bank_203,0
TX0000001379,Brazil,981563.303,Cash Withdrawal,2013-02-27 10:00,Person_844,Arms Trade,Russia,FALSE,Legal,2,2,Bank_98,0
TX0000008963,India,3575975.106,Stocks Transfer,2014-01-09 10:00,Person_4493,Construction,UAE,FALSE,Illegal,3,3,Bank_405,0
TX0000007592,India,292083.0945,Stocks Transfer,2013-11-13 7:00,Person_5572,Arms Trade,India,FALSE,Illegal,2,4,Bank_56,0
TX0000004399,China,2456060.735,Cash Withdrawal,2013-07-03 6:00,Person_8075,Oil & Gas,Switzerland,FALSE,Illegal,3,9,Bank_195,0
TX0000007234,China,466844.0805,Cash Withdrawal,2013-10-29 9:00,Person_8552,Finance,Russia,FALSE,Legal,3,8,Bank_64,0
TX0000009700,USA,4008779.668,Cash Withdrawal,2014-02-09 3:00,Person_4723,Real Estate,UAE,FALSE,Illegal,2,0,Bank_427,0
TX0000004601,Brazil,4682365.813,Cryptocurrency,2013-07-11 16:00,Person_6299,Oil & Gas,Switzerland,FALSE,Illegal,7,9,Bank_306,1
TX0000008000,India,3735221.285,Stocks Transfer,2013-11-30 7:00,Person_1943,Casinos,UAE,TRUE,Illegal,3,4,Bank_390,0
TX0000007047,South Africa,1949835.91,Cryptocurrency,2013-10-21 14:00,Person_6158,Oil & Gas,UAE,FALSE,Illegal,8,5,Bank_204,1
TX0000000956,South Africa,1110562.53,Offshore Transfer,2013-02-09 19:00,Person_3878,Luxury Goods,Singapore,FALSE,Legal,6,6,Bank_218,1
TX0000003703,UK,3869144.614,Stocks Transfer,2013-06-04 6:00,Person_7537,Finance,India,FALSE,Illegal,1,1,Bank_243,0
TX0000003504,Russia,2590748.234,Property Purchase,2013-05-26 23:00,Person_1956,Luxury Goods,UK,FALSE,Illegal,7,5,Bank_218,1
TX0000002134,Brazil,668465.9762,Cash Withdrawal,2013-03-30 21:00,Person_1257,Construction,Switzerland,TRUE,Legal,4,7,Bank_99,0
TX0000003565,UAE,1122942.812,Cash Withdrawal,2013-05-29 12:00,Person_1322,Casinos,China,FALSE,Illegal,3,7,Bank_413,0
TX0000008550,UAE,3058474.777,Property Purchase,2013-12-23 5:00,Person_9840,Oil & Gas,Brazil,TRUE,Legal,5,0,Bank_319,1
TX0000003640,UAE,4459676.209,Cash Withdrawal,2013-06-01 15:00,Person_2693,Oil & Gas,South Africa,TRUE,Illegal,6,6,Bank_40,1
TX0000006572,USA,663174.313,Offshore Transfer,2013-10-01 19:00,Person_9247,Luxury Goods,UK,TRUE,Illegal,5,5,Bank_76,1
TX0000000978,UK,619539.6773,Cash Withdrawal,2013-02-10 17:00,Person_2778,Construction,Switzerland,FALSE,Illegal,2,3,Bank_430,0
TX0000001584,Switzerland,345729.3643,Offshore Transfer,2013-03-07 23:00,Person_6946,Oil & Gas,India,FALSE,Legal,3,4,Bank_13,0
TX0000003097,UAE,4711027.621,Cryptocurrency,2013-05-10 0:00,Person_3521,Casinos,Russia,FALSE,Illegal,7,4,Bank_297,1
TX0000008210,India,1640328.874,Offshore Transfer,2013-12-09 1:00,Person_4836,Finance,UAE,TRUE,Illegal,8,8,Bank_477,1
TX0000007544,Switzerland,361641.216,Property Purchase,2013-11-11 7:00,Person_1610,Finance,India,FALSE,Illegal,5,7,Bank_283,1
TX0000009866,South Africa,2203131.962,Property Purchase,2014-02-16 1:00,Person_298,Construction,Singapore,FALSE,Illegal,6,4,Bank_360,1
TX0000001619,USA,1522809.072,Stocks Transfer,2013-03-09 10:00,Person_7016,Finance,India,TRUE,Illegal,2,2,Bank_95,0
TX0000002104,USA,2925225.328,Property Purchase,2013-03-29 15:00,Person_4709,Casinos,UK,FALSE,Illegal,5,6,Bank_84,1
TX0000001362,Russia,4361629.06,Offshore Transfer,2013-02-26 17:00,Person_2379,Finance,USA,TRUE,Illegal,7,6,Bank_412,1
TX0000007680,Brazil,2545787.888,Cryptocurrency,2013-11-16 23:00,Person_6470,Luxury Goods,India,FALSE,Legal,4,8,Bank_242,0
TX0000007192,Russia,1163855.356,Offshore Transfer,2013-10-27 15:00,Person_688,Finance,UAE,FALSE,Legal,4,2,Bank_329,0
TX0000000227,Singapore,3746944.387,Offshore Transfer,2013-01-10 10:00,Person_1,Real Estate,USA,FALSE,Legal,4,5,Bank_200,0
TX0000000519,UK,1063106.607,Stocks Transfer,2013-01-22 14:00,Person_3716,Real Estate,China,TRUE,Legal,2,0,Bank_70,0
TX0000004008,Brazil,1126593.108,Offshore Transfer,2013-06-16 23:00,Person_7263,Casinos,UAE,TRUE,Illegal,8,8,Bank_220,1
TX0000005477,India,3042877.723,Cash Withdrawal,2013-08-17 4:00,Person_1438,Arms Trade,Singapore,FALSE,Illegal,2,6,Bank_441,0
TX0000000381,South Africa,3983465.3,Cryptocurrency,2013-01-16 20:00,Person_4866,Arms Trade,Singapore,TRUE,Illegal,8,8,Bank_138,1
TX0000002216,Singapore,2678581.485,Property Purchase,2013-04-03 7:00,Person_9512,Oil & Gas,Switzerland,TRUE,Illegal,7,7,Bank_221,1
TX0000009053,UK,3386020.861,Cryptocurrency,2014-01-13 4:00,Person_1788,Real Estate,India,FALSE,Legal,2,0,Bank_48,0
TX0000008954,UK,2757582.667,Offshore Transfer,2014-01-09 1:00,Person_5120,Arms Trade,India,FALSE,Illegal,7,7,Bank_378,1
TX0000001507,Russia,749937.3502,Offshore Transfer,2013-03-04 18:00,Person_4954,Finance,China,FALSE,Illegal,7,3,Bank_465,1
TX0000001700,South Africa,3851112.969,Cash Withdrawal,2013-03-12 19:00,Person_7498,Arms Trade,Brazil,TRUE,Illegal,5,9,Bank_68,1
TX0000005818,Brazil,4176093.581,Offshore Transfer,2013-08-31 9:00,Person_2193,Casinos,India,FALSE,Illegal,7,3,Bank_472,1
TX0000006761,UAE,2967291.16,Property Purchase,2013-10-09 16:00,Person_4646,Luxury Goods,China,TRUE,Illegal,7,2,Bank_60,1
TX0000003558,UAE,3980441.803,Cash Withdrawal,2013-05-29 5:00,Person_6065,Luxury Goods,Switzerland,FALSE,Legal,1,0,Bank_267,0
TX0000001800,UAE,2073468.554,Property Purchase,2013-03-16 23:00,Person_1482,Construction,UK,FALSE,Illegal,5,1,Bank_213,1
TX0000009769,China,4086632.562,Cash Withdrawal,2014-02-12 0:00,Person_6896,Luxury Goods,Russia,FALSE,Illegal,5,8,Bank_450,1
TX0000004476,Singapore,1291819.529,Stocks Transfer,2013-07-06 11:00,Person_4703,Real Estate,UAE,FALSE,Illegal,4,8,Bank_348,0
TX0000006688,Singapore,1791792.48,Offshore Transfer,2013-10-06 15:00,Person_908,Real Estate,Russia,FALSE,Illegal,7,6,Bank_216,1
TX0000007594,Brazil,1739517.73,Property Purchase,2013-11-13 9:00,Person_413,Oil & Gas,Singapore,FALSE,Legal,3,0,Bank_358,0
TX0000005403,Switzerland,1305476.809,Stocks Transfer,2013-08-14 2:00,Person_501,Luxury Goods,UAE,TRUE,Illegal,4,3,Bank_294,0
TX0000009577,Switzerland,1266983.558,Cryptocurrency,2014-02-04 0:00,Person_8536,Oil & Gas,India,FALSE,Illegal,5,3,Bank_335,1
TX0000006780,South Africa,2573227.025,Cryptocurrency,2013-10-10 11:00,Person_1762,Construction,UK,FALSE,Illegal,5,0,Bank_178,1
TX0000009872,UAE,1427517.315,Offshore Transfer,2014-02-16 7:00,Person_1831,Real Estate,Russia,FALSE,Illegal,8,8,Bank_83,1
TX0000003497,Switzerland,1570125.69,Offshore Transfer,2013-05-26 16:00,Person_879,Construction,Russia,FALSE,Illegal,7,4,Bank_402,1
TX0000003310,China,4889340.537,Stocks Transfer,2013-05-18 21:00,Person_546,Oil & Gas,Russia,FALSE,Illegal,3,0,Bank_172,0
TX0000005455,China,2734004.458,Cryptocurrency,2013-08-16 6:00,Person_3653,Casinos,Russia,FALSE,Legal,7,6,Bank_314,1
TX0000006912,UK,3303640.224,Property Purchase,2013-10-15 23:00,Person_4938,Luxury Goods,UAE,TRUE,Illegal,6,5,Bank_468,1
TX0000009624,China,2435707.373,Cash Withdrawal,2014-02-05 23:00,Person_6184,Casinos,South Africa,FALSE,Illegal,5,9,Bank_127,1
TX0000000974,India,3567440.546,Stocks Transfer,2013-02-10 13:00,Person_6374,Arms Trade,Russia,FALSE,Illegal,2,0,Bank_157,0
TX0000005541,USA,981367.8513,Stocks Transfer,2013-08-19 20:00,Person_5234,Luxury Goods,UAE,FALSE,Legal,0,7,Bank_100,0
TX0000009291,South Africa,2433811.722,Cash Withdrawal,2014-01-23 2:00,Person_7116,Finance,Brazil,FALSE,Illegal,3,8,Bank_167,0
TX0000006056,UK,3434274.763,Property Purchase,2013-09-10 7:00,Person_9718,Finance,China,TRUE,Legal,6,6,Bank_365,1
TX0000008894,China,1711809.688,Stocks Transfer,2014-01-06 13:00,Person_3782,Arms Trade,UAE,FALSE,Legal,2,2,Bank_438,0
TX0000007726,Switzerland,255197.1087,Offshore Transfer,2013-11-18 21:00,Person_8823,Oil & Gas,USA,TRUE,Illegal,5,2,Bank_200,1
TX0000000660,Switzerland,1797774.535,Cryptocurrency,2013-01-28 11:00,Person_6629,Casinos,UK,FALSE,Illegal,5,6,Bank_48,1
TX0000000002,China,4965766.725,Stocks Transfer,2013-01-01 1:00,Person_7484,Luxury Goods,South Africa,FALSE,Illegal,2,0,Bank_461,0
TX0000009550,Russia,4381222.27,Cash Withdrawal,2014-02-02 21:00,Person_8619,Construction,China,FALSE,Legal,3,6,Bank_30,0
TX0000003297,Brazil,1899269.998,Cash Withdrawal,2013-05-18 8:00,Person_2812,Oil & Gas,Russia,FALSE,Illegal,4,8,Bank_89,0
TX0000002277,UK,1210446.449,Cryptocurrency,2013-04-05 20:00,Person_2332,Oil & Gas,Brazil,FALSE,Legal,3,8,Bank_441,0
TX0000006367,Brazil,1598188.011,Property Purchase,2013-09-23 6:00,Person_7182,Finance,Switzerland,FALSE,Illegal,6,8,Bank_76,1
TX0000005988,India,447511.8742,Cryptocurrency,2013-09-07 11:00,Person_4166,Real Estate,Singapore,FALSE,Illegal,5,9,Bank_415,1
TX0000008513,India,755547.1079,Property Purchase,2013-12-21 16:00,Person_4006,Oil & Gas,Singapore,FALSE,Legal,3,7,Bank_317,0
TX0000003110,Switzerland,4917277.529,Cash Withdrawal,2013-05-10 13:00,Person_5341,Luxury Goods,Russia,FALSE,Illegal,3,6,Bank_486,0
TX0000005990,Switzerland,2154115.592,Property Purchase,2013-09-07 13:00,Person_9696,Oil & Gas,Singapore,FALSE,Illegal,4,4,Bank_237,0
TX0000001967,Singapore,2322537.444,Property Purchase,2013-03-23 22:00,Person_7147,Luxury Goods,UAE,FALSE,Legal,7,8,Bank_144,1
TX0000001400,Singapore,1621179.227,Property Purchase,2013-02-28 7:00,Person_4841,Oil & Gas,South Africa,TRUE,Illegal,10,3,Bank_368,1
TX0000006417,Switzerland,1700630.331,Cryptocurrency,2013-09-25 8:00,Person_4443,Finance,UK,TRUE,Illegal,6,4,Bank_202,1
TX0000007157,Switzerland,3136213.469,Stocks Transfer,2013-10-26 4:00,Person_9860,Casinos,USA,FALSE,Illegal,1,0,Bank_214,0
TX0000004783,UK,4254496.407,Stocks Transfer,2013-07-19 6:00,Person_4026,Finance,Switzerland,FALSE,Legal,0,6,Bank_353,0
TX0000004536,Brazil,1091059.989,Cash Withdrawal,2013-07-08 23:00,Person_3218,Luxury Goods,South Africa,FALSE,Legal,4,3,Bank_221,0
TX0000004246,Singapore,3649519.217,Stocks Transfer,2013-06-26 21:00,Person_3534,Luxury Goods,Russia,TRUE,Illegal,5,6,Bank_240,1
TX0000005757,Russia,2730599.635,Cash Withdrawal,2013-08-28 20:00,Person_1571,Oil & Gas,Switzerland,TRUE,Legal,2,2,Bank_140,0
TX0000002177,South Africa,4207654.177,Offshore Transfer,2013-04-01 16:00,Person_8911,Oil & Gas,UK,FALSE,Illegal,6,4,Bank_454,1
TX0000004061,USA,975005.2408,Offshore Transfer,2013-06-19 4:00,Person_5890,Arms Trade,India,FALSE,Illegal,5,7,Bank_196,1
TX0000002032,UK,152130.1964,Cash Withdrawal,2013-03-26 15:00,Person_1297,Real Estate,South Africa,TRUE,Illegal,4,6,Bank_354,0
TX0000003637,South Africa,27717.44377,Stocks Transfer,2013-06-01 12:00,Person_9338,Oil & Gas,Russia,FALSE,Legal,3,6,Bank_144,0
TX0000004524,Singapore,2660040.177,Stocks Transfer,2013-07-08 11:00,Person_1588,Construction,Singapore,TRUE,Legal,2,3,Bank_126,0
TX0000001689,India,4597861.429,Property Purchase,2013-03-12 8:00,Person_330,Oil & Gas,Russia,TRUE,Illegal,6,6,Bank_437,1
TX0000002396,USA,2164534.417,Offshore Transfer,2013-04-10 19:00,Person_2531,Real Estate,USA,FALSE,Illegal,1,1,Bank_188,0
TX0000008160,Russia,2716374.364,Stocks Transfer,2013-12-06 23:00,Person_2757,Casinos,USA,TRUE,Illegal,5,5,Bank_236,1
TX0000009929,Singapore,3231569.001,Stocks Transfer,2014-02-18 16:00,Person_8007,Casinos,India,FALSE,Illegal,2,2,Bank_395,0
TX0000002239,Switzerland,2276955.636,Property Purchase,2013-04-04 6:00,Person_1618,Casinos,Russia,TRUE,Illegal,8,5,Bank_473,1
TX0000003485,Brazil,2173880.27,Property Purchase,2013-05-26 4:00,Person_6028,Casinos,Brazil,FALSE,Legal,6,9,Bank_81,1
TX0000005613,UAE,4910824.634,Cash Withdrawal,2013-08-22 20:00,Person_3271,Finance,China,FALSE,Illegal,6,5,Bank_170,1
TX0000007105,Russia,2930421.997,Stocks Transfer,2013-10-24 0:00,Person_3441,Finance,Brazil,FALSE,Legal,1,8,Bank_118,0
TX0000002867,Brazil,3086886.428,Offshore Transfer,2013-04-30 10:00,Person_8487,Real Estate,Brazil,FALSE,Legal,3,0,Bank_77,0
TX0000003487,China,1817090.294,Property Purchase,2013-05-26 6:00,Person_2255,Finance,Singapore,FALSE,Illegal,6,8,Bank_220,1
TX0000000691,South Africa,1410668.68,Stocks Transfer,2013-01-29 18:00,Person_9157,Construction,South Africa,FALSE,Illegal,4,9,Bank_248,0
TX0000002691,China,358436.3318,Cash Withdrawal,2013-04-23 2:00,Person_3824,Real Estate,Russia,FALSE,Illegal,4,4,Bank_465,0
TX0000004072,Singapore,119301.095,Cash Withdrawal,2013-06-19 15:00,Person_8277,Construction,UAE,FALSE,Illegal,3,6,Bank_18,0
TX0000001881,Russia,2433205.077,Offshore Transfer,2013-03-20 8:00,Person_8399,Luxury Goods,UK,TRUE,Legal,7,6,Bank_497,1
TX0000006981,Brazil,916774.4713,Offshore Transfer,2013-10-18 20:00,Person_5059,Oil & Gas,USA,FALSE,Illegal,7,9,Bank_387,1
TX0000008441,Brazil,3209672.444,Cryptocurrency,2013-12-18 16:00,Person_9956,Luxury Goods,India,FALSE,Illegal,6,5,Bank_173,1
TX0000005902,South Africa,4099549.219,Offshore Transfer,2013-09-03 21:00,Person_1961,Real Estate,Switzerland,FALSE,Illegal,7,9,Bank_163,1
TX0000006497,Switzerland,2325320.67,Cash Withdrawal,2013-09-28 16:00,Person_1938,Finance,Brazil,FALSE,Illegal,2,5,Bank_325,0
TX0000004219,Switzerland,876083.0463,Cryptocurrency,2013-06-25 18:00,Person_9941,Finance,India,FALSE,Illegal,6,3,Bank_191,1
TX0000000790,South Africa,2236427.755,Cryptocurrency,2013-02-02 21:00,Person_4232,Luxury Goods,Russia,FALSE,Legal,5,0,Bank_408,1
TX0000000490,China,1168005.278,Cryptocurrency,2013-01-21 9:00,Person_8486,Luxury Goods,UAE,FALSE,Illegal,6,0,Bank_315,1
TX0000009502,Singapore,2592097.777,Cryptocurrency,2014-01-31 21:00,Person_7836,Luxury Goods,India,FALSE,Legal,5,6,Bank_90,1
TX0000006664,India,4676144.137,Stocks Transfer,2013-10-05 15:00,Person_3675,Luxury Goods,Singapore,FALSE,Illegal,1,0,Bank_134,0
TX0000006419,India,4255789.482,Cash Withdrawal,2013-09-25 10:00,Person_8313,Luxury Goods,China,TRUE,Legal,2,7,Bank_189,0
TX0000009751,Singapore,4258760.824,Cash Withdrawal,2014-02-11 6:00,Person_2111,Real Estate,China,FALSE,Illegal,1,1,Bank_306,0
TX0000001669,UAE,1903469.714,Stocks Transfer,2013-03-11 12:00,Person_2074,Luxury Goods,UAE,FALSE,Illegal,0,2,Bank_455,0
TX0000009028,UAE,4490722.639,Stocks Transfer,2014-01-12 3:00,Person_2518,Luxury Goods,South Africa,FALSE,Illegal,5,6,Bank_189,1
TX0000005821,South Africa,2126861.675,Offshore Transfer,2013-08-31 12:00,Person_2395,Real Estate,USA,TRUE,Illegal,7,7,Bank_55,1
TX0000006052,South Africa,3850332.4,Offshore Transfer,2013-09-10 3:00,Person_3091,Casinos,Brazil,FALSE,Illegal,7,3,Bank_481,1
TX0000002900,Switzerland,2719500.088,Stocks Transfer,2013-05-01 19:00,Person_718,Oil & Gas,India,FALSE,Illegal,3,7,Bank_403,0
TX0000008477,China,2271639.298,Stocks Transfer,2013-12-20 4:00,Person_5111,Construction,Switzerland,TRUE,Illegal,6,7,Bank_197,1
TX0000002334,Russia,2109732.163,Property Purchase,2013-04-08 5:00,Person_7187,Casinos,UK,FALSE,Illegal,6,8,Bank_165,1
TX0000002036,Singapore,1140422.715,Offshore Transfer,2013-03-26 19:00,Person_3945,Real Estate,South Africa,FALSE,Illegal,7,4,Bank_434,1
TX0000001786,China,2234123.872,Cryptocurrency,2013-03-16 9:00,Person_830,Arms Trade,South Africa,TRUE,Illegal,9,1,Bank_413,1
TX0000006716,USA,777468.4447,Cash Withdrawal,2013-10-07 19:00,Person_3855,Luxury Goods,China,FALSE,Legal,1,6,Bank_334,0
TX0000001725,India,4805630.817,Property Purchase,2013-03-13 20:00,Person_425,Luxury Goods,UK,FALSE,Legal,3,4,Bank_164,0
TX0000008494,Russia,2323067.858,Property Purchase,2013-12-20 21:00,Person_1642,Real Estate,South Africa,FALSE,Illegal,4,2,Bank_451,0
TX0000004989,UAE,2447615.701,Cryptocurrency,2013-07-27 20:00,Person_935,Casinos,Singapore,FALSE,Legal,6,3,Bank_393,1
TX0000002813,UAE,2935890.336,Cash Withdrawal,2013-04-28 4:00,Person_8147,Construction,USA,FALSE,Illegal,3,0,Bank_414,0
TX0000007288,India,4926467.293,Cash Withdrawal,2013-10-31 15:00,Person_7963,Luxury Goods,India,FALSE,Legal,0,8,Bank_11,0
TX0000003958,USA,1123727.31,Cash Withdrawal,2013-06-14 21:00,Person_6878,Casinos,India,FALSE,Illegal,3,9,Bank_74,0
TX0000005496,China,113241.8191,Property Purchase,2013-08-17 23:00,Person_6066,Construction,Russia,FALSE,Legal,5,2,Bank_480,1
TX0000003899,India,1428492.523,Offshore Transfer,2013-06-12 10:00,Person_8139,Real Estate,India,FALSE,Illegal,4,3,Bank_100,0
TX0000003371,USA,458222.9246,Stocks Transfer,2013-05-21 10:00,Person_9699,Luxury Goods,UK,TRUE,Illegal,4,1,Bank_154,0
TX0000004742,Singapore,353789.6816,Offshore Transfer,2013-07-17 13:00,Person_2651,Arms Trade,India,FALSE,Illegal,9,6,Bank_123,1
TX0000008419,India,2274741.876,Cryptocurrency,2013-12-17 18:00,Person_6590,Casinos,Switzerland,FALSE,Illegal,4,2,Bank_49,0
TX0000004721,Switzerland,2909046.531,Stocks Transfer,2013-07-16 16:00,Person_1155,Arms Trade,Switzerland,TRUE,Illegal,3,4,Bank_35,0
TX0000004831,South Africa,1908896.306,Offshore Transfer,2013-07-21 6:00,Person_5620,Casinos,China,FALSE,Legal,5,1,Bank_395,1
TX0000008186,Brazil,3543677.246,Property Purchase,2013-12-08 1:00,Person_541,Oil & Gas,UK,FALSE,Illegal,7,6,Bank_497,1
TX0000002508,India,1455741.571,Cryptocurrency,2013-04-15 11:00,Person_2361,Construction,USA,FALSE,Legal,3,6,Bank_165,0
TX0000005784,India,2544052.368,Stocks Transfer,2013-08-29 23:00,Person_9525,Real Estate,USA,FALSE,Legal,0,0,Bank_261,0
TX0000004438,China,4864617.783,Cash Withdrawal,2013-07-04 21:00,Person_1502,Oil & Gas,UAE,FALSE,Legal,2,2,Bank_273,0
TX0000007072,Russia,1518186.883,Stocks Transfer,2013-10-22 15:00,Person_7882,Luxury Goods,Russia,FALSE,Illegal,2,0,Bank_21,0
TX0000000004,UAE,386420.1412,Cash Withdrawal,2013-01-01 3:00,Person_3226,Oil & Gas,Russia,FALSE,Illegal,3,2,Bank_353,0
TX0000002273,UAE,3333473.325,Property Purchase,2013-04-05 16:00,Person_5911,Finance,India,FALSE,Illegal,7,4,Bank_158,1
TX0000007707,China,3643577.579,Cryptocurrency,2013-11-18 2:00,Person_1605,Finance,USA,FALSE,Illegal,5,0,Bank_40,1
TX0000000256,Brazil,194277.7796,Cryptocurrency,2013-01-11 15:00,Person_8590,Luxury Goods,South Africa,TRUE,Illegal,8,5,Bank_318,1
TX0000000816,Brazil,80079.16717,Cryptocurrency,2013-02-03 23:00,Person_6080,Luxury Goods,Russia,FALSE,Illegal,7,4,Bank_30,1
TX0000004065,Russia,3055141.079,Cash Withdrawal,2013-06-19 8:00,Person_8144,Casinos,USA,FALSE,Illegal,3,8,Bank_361,0
TX0000000828,UAE,1963767.774,Property Purchase,2013-02-04 11:00,Person_4274,Arms Trade,USA,TRUE,Illegal,9,6,Bank_90,1
TX0000004658,China,3194816.477,Stocks Transfer,2013-07-14 1:00,Person_8456,Luxury Goods,China,FALSE,Illegal,3,1,Bank_423,0
TX0000005733,Russia,2804256.76,Cryptocurrency,2013-08-27 20:00,Person_8576,Construction,UAE,TRUE,Legal,6,6,Bank_170,1
